Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR,Day_of_Week
1238,NexGen Systems,Email,Men 25-34,60 days,Email,9.0,18435.0,7.91,New York,English,366,5170,2,Foodies,2021-05-23,7.079303675048355,Sunday
1260,TechCorp,Email,Women 35-44,15 days,Email,8.0,11288.0,2.29,Los Angeles,Mandarin,577,5936,8,Fashionistas,2021-06-14,9.720350404312669,Monday
1267,DataTech Solutions,Email,All Ages,45 days,Email,12.0,15848.0,7.26,New York,German,877,3471,1,Tech Enthusiasts,2021-06-21,25.26649380581965,Monday
1269,NexGen Systems,Email,All Ages,60 days,Email,10.0,6252.0,6.28,Los Angeles,French,629,4581,2,Foodies,2021-06-23,13.730626500764027,Wednesday
1279,Innovate Industries,Email,Men 25-34,60 days,Email,1.0,9887.0,4.68,Houston,German,501,8783,8,Tech Enthusiasts,2021-07-03,5.704201297961972,Saturday
1281,NexGen Systems,Email,Women 25-34,30 days,Email,7.000000000000001,13432.0,3.34,Los Angeles,Spanish,197,5963,7,Fashionistas,2021-07-05,3.303706188160322,Monday
1294,Innovate Industries,Email,Men 25-34,45 days,Email,9.0,11754.0,4.44,Chicago,French,810,4274,3,Tech Enthusiasts,2021-07-18,18.951801591015442,Sunday
1305,TechCorp,Email,Women 25-34,30 days,Email,3.0,5381.0,5.48,New York,Mandarin,321,2376,8,Foodies,2021-07-29,13.51010101010101,Thursday
1321,Alpha Innovations,Email,Men 18-24,15 days,Email,14.000000000000002,10080.0,6.22,New York,English,697,3221,4,Fashionistas,2021-08-14,21.63924247128221,Saturday
1376,TechCorp,Email,Women 25-34,30 days,Email,14.000000000000002,13654.0,4.82,Miami,German,614,3705,4,Foodies,2021-10-08,16.572199730094468,Friday
1414,Alpha Innovations,Email,Women 35-44,45 days,Email,3.0,8674.0,5.85,Chicago,English,731,4675,9,Tech Enthusiasts,2021-11-15,15.636363636363637,Monday
1418,NexGen Systems,Email,Women 35-44,30 days,Email,5.0,14363.0,6.68,New York,German,797,4606,10,Outdoor Adventurers,2021-11-19,17.303517151541467,Friday
1445,Innovate Industries,Email,Women 25-34,60 days,Email,4.0,13319.0,5.14,New York,French,565,5694,10,Health & Wellness,2021-12-16,9.922725676150334,Thursday
1461,TechCorp,Email,Men 18-24,30 days,Email,10.0,7738.0,7.42,Miami,Mandarin,999,5489,7,Foodies,2021-01-01,18.200036436509382,Friday
1509,Innovate Industries,Email,Women 25-34,60 days,Email,11.0,11278.0,2.18,Houston,Spanish,693,3660,10,Tech Enthusiasts,2021-02-18,18.934426229508198,Thursday
1547,Innovate Industries,Email,Men 18-24,30 days,Email,15.0,6473.0,2.91,Chicago,English,979,1791,9,Foodies,2021-03-28,54.66219988833054,Sunday
1626,DataTech Solutions,Email,Women 25-34,45 days,Email,13.0,5277.0,2.3,Houston,English,526,3991,1,Foodies,2021-06-15,13.179654221999499,Tuesday
1652,TechCorp,Email,All Ages,60 days,Email,4.0,8886.0,7.8,Chicago,French,440,5426,6,Health & Wellness,2021-07-11,8.10910431256911,Sunday
1660,Innovate Industries,Email,Women 25-34,30 days,Email,15.0,6109.0,4.97,Miami,German,544,2792,10,Health & Wellness,2021-07-19,19.484240687679083,Monday
1724,Innovate Industries,Email,Women 25-34,30 days,Email,15.0,12316.0,5.78,Houston,Spanish,258,3784,1,Health & Wellness,2021-09-21,6.8181818181818175,Tuesday
1734,DataTech Solutions,Email,Women 25-34,45 days,Email,14.000000000000002,10541.0,6.59,Los Angeles,English,666,7309,6,Tech Enthusiasts,2021-10-01,9.112053632507868,Friday
1749,DataTech Solutions,Email,Women 35-44,30 days,Email,11.0,14249.0,2.87,Miami,French,251,8392,3,Health & Wellness,2021-10-16,2.9909437559580554,Saturday
1768,NexGen Systems,Email,All Ages,30 days,Email,3.0,15939.0,2.43,Miami,Spanish,700,5268,10,Foodies,2021-11-04,13.287775246772968,Thursday
1793,Innovate Industries,Email,Men 25-34,60 days,Email,9.0,10667.0,2.04,Houston,German,755,1852,3,Outdoor Adventurers,2021-11-29,40.76673866090712,Monday
1805,DataTech Solutions,Email,Women 35-44,45 days,Email,5.0,5505.0,4.02,Chicago,French,311,2978,6,Fashionistas,2021-12-11,10.443250503693754,Saturday
1836,Alpha Innovations,Email,Men 25-34,45 days,Email,4.0,15475.0,2.28,Los Angeles,Mandarin,417,7944,8,Outdoor Adventurers,2021-01-11,5.2492447129909365,Monday
1871,NexGen Systems,Email,Men 18-24,15 days,Email,4.0,6715.0,5.23,Miami,German,485,1104,5,Fashionistas,2021-02-15,43.93115942028986,Monday
1874,Alpha Innovations,Email,Men 18-24,15 days,Email,14.000000000000002,19636.0,2.33,Chicago,Mandarin,868,5469,3,Tech Enthusiasts,2021-02-18,15.871274456024867,Thursday
1979,NexGen Systems,Email,Women 35-44,30 days,Email,3.0,5072.0,5.71,Los Angeles,Mandarin,359,9864,4,Foodies,2021-06-03,3.6394971613949716,Thursday
1996,Alpha Innovations,Email,Women 35-44,15 days,Email,6.0,18870.0,7.72,Los Angeles,English,726,1942,8,Foodies,2021-06-20,37.38414006179197,Sunday
2008,Alpha Innovations,Email,Men 25-34,15 days,Email,3.0,17293.0,4.77,Los Angeles,German,373,7151,10,Tech Enthusiasts,2021-07-02,5.216053698783387,Friday
2082,NexGen Systems,Email,Women 35-44,60 days,Email,2.0,16746.0,7.0,Chicago,English,119,4657,5,Foodies,2021-09-14,2.555293107150526,Tuesday
2089,NexGen Systems,Email,Men 25-34,60 days,Email,5.0,15878.0,2.8,Los Angeles,Mandarin,920,5440,5,Foodies,2021-09-21,16.911764705882355,Tuesday
2136,DataTech Solutions,Email,All Ages,45 days,Email,12.0,17038.0,5.9,Miami,Spanish,719,5184,8,Health & Wellness,2021-11-07,13.869598765432098,Sunday
2151,DataTech Solutions,Email,Women 25-34,60 days,Email,8.0,18258.0,5.38,Chicago,Spanish,466,5173,4,Health & Wellness,2021-11-22,9.008312391262324,Monday
2206,Innovate Industries,Email,Women 35-44,45 days,Email,7.000000000000001,19598.0,6.84,New York,Mandarin,246,5758,2,Fashionistas,2021-01-16,4.272316776658562,Saturday
2210,NexGen Systems,Email,Men 18-24,45 days,Email,9.0,14247.0,3.9,New York,German,786,4885,10,Outdoor Adventurers,2021-01-20,16.09007164790174,Wednesday
2263,Alpha Innovations,Email,Women 35-44,60 days,Email,14.000000000000002,6516.0,5.9,Miami,French,275,8703,2,Outdoor Adventurers,2021-03-14,3.159829943697576,Sunday
2302,NexGen Systems,Email,Women 35-44,60 days,Email,9.0,19732.0,7.87,New York,German,350,3717,5,Tech Enthusiasts,2021-04-22,9.416195856873824,Thursday
2311,Innovate Industries,Email,Women 25-34,30 days,Email,4.0,10264.0,3.58,Miami,Mandarin,550,4759,4,Tech Enthusiasts,2021-05-01,11.55704980037823,Saturday
2346,DataTech Solutions,Email,Women 25-34,15 days,Email,7.000000000000001,14700.0,3.79,Los Angeles,German,358,4353,7,Foodies,2021-06-05,8.224213186308294,Saturday
2364,DataTech Solutions,Email,Men 18-24,60 days,Email,12.0,6708.0,4.98,Houston,Mandarin,598,8196,8,Health & Wellness,2021-06-23,7.296242069302099,Wednesday
2397,DataTech Solutions,Email,Men 25-34,30 days,Email,4.0,13404.0,2.34,Los Angeles,German,723,8842,8,Health & Wellness,2021-07-26,8.176883058131644,Monday
2400,DataTech Solutions,Email,Women 25-34,45 days,Email,4.0,10316.0,3.97,Miami,French,585,5304,7,Outdoor Adventurers,2021-07-29,11.029411764705882,Thursday
2404,TechCorp,Email,Men 25-34,45 days,Email,1.0,19475.0,4.38,Miami,Spanish,883,8152,5,Tech Enthusiasts,2021-08-02,10.831697742885181,Monday
2428,Innovate Industries,Email,Men 25-34,15 days,Email,3.0,7667.0,7.42,Miami,Mandarin,819,7098,2,Foodies,2021-08-26,11.538461538461538,Thursday
2478,TechCorp,Email,All Ages,30 days,Email,6.0,18946.0,4.19,Los Angeles,Spanish,879,7338,9,Tech Enthusiasts,2021-10-15,11.978740801308259,Friday
2592,NexGen Systems,Email,Men 25-34,30 days,Email,2.0,8748.0,6.46,Miami,Mandarin,336,5931,5,Tech Enthusiasts,2021-02-06,5.665149215983814,Saturday
2618,TechCorp,Email,Men 18-24,15 days,Email,6.0,10141.0,2.22,Houston,English,641,8357,7,Fashionistas,2021-03-04,7.670216584898887,Thursday
2657,NexGen Systems,Email,Women 25-34,15 days,Email,2.0,7611.0,3.79,Houston,French,467,2658,4,Foodies,2021-04-12,17.569601203912715,Monday
2658,NexGen Systems,Email,Women 25-34,15 days,Email,13.0,19225.0,6.69,Los Angeles,French,840,6223,6,Foodies,2021-04-13,13.498312710911136,Tuesday
2663,Innovate Industries,Email,All Ages,30 days,Email,7.000000000000001,19931.0,5.13,Houston,Spanish,860,7231,8,Foodies,2021-04-18,11.893237449868622,Sunday
2674,TechCorp,Email,Men 25-34,45 days,Email,11.0,7415.0,6.37,Chicago,French,275,5904,6,Tech Enthusiasts,2021-04-29,4.657859078590786,Thursday
2682,Alpha Innovations,Email,Men 18-24,30 days,Email,8.0,15990.0,3.95,Chicago,Spanish,787,8345,7,Foodies,2021-05-07,9.430796884361893,Friday
2711,Innovate Industries,Email,Women 25-34,45 days,Email,5.0,13832.0,4.14,Los Angeles,German,329,9629,7,Health & Wellness,2021-06-05,3.4167618651988785,Saturday
2749,Innovate Industries,Email,Women 35-44,60 days,Email,3.0,8768.0,2.03,Miami,English,432,4584,10,Fashionistas,2021-07-13,9.424083769633508,Tuesday
2782,TechCorp,Email,Women 35-44,30 days,Email,6.0,15660.0,6.43,Los Angeles,German,118,3192,8,Tech Enthusiasts,2021-08-15,3.696741854636591,Sunday
2823,NexGen Systems,Email,Men 25-34,15 days,Email,3.0,16032.0,3.83,Houston,Mandarin,865,3424,6,Fashionistas,2021-09-25,25.26285046728972,Saturday
2885,Innovate Industries,Email,Women 25-34,60 days,Email,3.0,10047.0,7.8,Miami,Spanish,884,3778,10,Outdoor Adventurers,2021-11-26,23.39862361037586,Friday
2895,Innovate Industries,Email,Women 25-34,30 days,Email,13.0,6341.0,5.01,New York,Mandarin,581,5707,4,Outdoor Adventurers,2021-12-06,10.180480112142982,Monday
2947,NexGen Systems,Email,Women 35-44,60 days,Email,13.0,10609.0,3.72,Miami,Spanish,193,8394,7,Outdoor Adventurers,2021-01-27,2.2992613771741723,Wednesday
2970,Innovate Industries,Email,All Ages,15 days,Email,15.0,14788.0,7.36,New York,French,628,9986,4,Outdoor Adventurers,2021-02-19,6.288804326056479,Friday
2974,NexGen Systems,Email,Men 18-24,30 days,Email,12.0,10447.0,2.41,Los Angeles,Mandarin,912,5896,8,Fashionistas,2021-02-23,15.468113975576662,Tuesday
2982,Innovate Industries,Email,All Ages,30 days,Email,11.0,19161.0,5.04,Los Angeles,English,941,1529,8,Health & Wellness,2021-03-03,61.54349247874428,Wednesday
2984,NexGen Systems,Email,Women 25-34,15 days,Email,15.0,12198.0,7.17,Los Angeles,English,254,7506,3,Health & Wellness,2021-03-05,3.3839594990674127,Friday
3060,Alpha Innovations,Email,Men 25-34,45 days,Email,2.0,17035.0,7.68,Houston,Spanish,444,2041,3,Fashionistas,2021-05-20,21.75404213620774,Thursday
3193,TechCorp,Email,Men 18-24,60 days,Email,5.0,16177.0,6.43,New York,Spanish,913,8769,3,Tech Enthusiasts,2021-09-30,10.411677500285094,Thursday
3261,NexGen Systems,Email,Men 18-24,15 days,Email,13.0,14574.0,6.13,Los Angeles,Mandarin,706,3532,2,Health & Wellness,2021-12-07,19.988674971687427,Tuesday
3323,NexGen Systems,Email,Men 18-24,45 days,Email,8.0,9055.0,7.52,New York,French,636,6075,6,Foodies,2021-02-07,10.469135802469136,Sunday
3343,TechCorp,Email,Women 25-34,15 days,Email,7.000000000000001,9410.0,7.45,New York,French,201,8959,5,Tech Enthusiasts,2021-02-27,2.243553968076794,Saturday
3379,Innovate Industries,Email,Men 18-24,45 days,Email,13.0,9355.0,2.87,New York,Mandarin,428,8814,2,Foodies,2021-04-04,4.855911050601316,Sunday
3497,Alpha Innovations,Email,All Ages,45 days,Email,2.0,7083.0,2.46,Chicago,Mandarin,864,6767,6,Foodies,2021-07-31,12.767843948573962,Saturday
3527,DataTech Solutions,Email,Women 35-44,15 days,Email,7.000000000000001,11787.0,3.71,Chicago,English,289,8699,6,Outdoor Adventurers,2021-08-30,3.3222209449361992,Monday
3529,NexGen Systems,Email,Women 35-44,45 days,Email,14.000000000000002,13057.0,2.96,Houston,English,353,8421,4,Foodies,2021-09-01,4.191901199382496,Wednesday
3537,Alpha Innovations,Email,Men 25-34,30 days,Email,11.0,8996.0,5.1,Los Angeles,Mandarin,845,2047,9,Foodies,2021-09-09,41.27992183683439,Thursday
3543,Alpha Innovations,Email,Men 25-34,45 days,Email,7.000000000000001,18282.0,4.43,New York,Mandarin,668,5657,10,Tech Enthusiasts,2021-09-15,11.808378999469683,Wednesday
3587,Alpha Innovations,Email,All Ages,30 days,Email,6.0,19192.0,5.28,New York,English,428,4857,6,Outdoor Adventurers,2021-10-29,8.812023883055383,Friday
3605,TechCorp,Email,Men 18-24,30 days,Email,4.0,8852.0,5.22,New York,English,578,4804,2,Outdoor Adventurers,2021-11-16,12.031640299750208,Tuesday
3606,Innovate Industries,Email,Women 25-34,45 days,Email,15.0,10217.0,4.76,New York,French,847,7604,3,Outdoor Adventurers,2021-11-17,11.138874276696475,Wednesday
3632,NexGen Systems,Email,Women 25-34,45 days,Email,7.000000000000001,10091.0,4.06,Los Angeles,Spanish,843,2846,3,Fashionistas,2021-12-13,29.620520028109627,Monday
3651,Alpha Innovations,Email,Women 25-34,30 days,Email,14.000000000000002,11787.0,4.83,Chicago,German,534,4244,8,Foodies,2021-01-01,12.582469368520263,Friday
3666,Alpha Innovations,Email,Men 18-24,30 days,Email,10.0,12533.0,7.88,Miami,French,940,1192,5,Foodies,2021-01-16,78.85906040268456,Saturday
3672,Alpha Innovations,Email,Women 25-34,60 days,Email,4.0,15349.0,2.09,Houston,Spanish,497,4179,5,Fashionistas,2021-01-22,11.892797319932999,Friday
3683,Alpha Innovations,Email,Men 25-34,15 days,Email,6.0,13111.0,3.88,New York,English,690,9664,7,Tech Enthusiasts,2021-02-02,7.139900662251655,Tuesday
3801,NexGen Systems,Email,Women 35-44,15 days,Email,3.0,15337.0,3.75,Los Angeles,French,449,2082,8,Health & Wellness,2021-05-31,21.565802113352543,Monday
3819,Alpha Innovations,Email,All Ages,30 days,Email,6.0,8597.0,6.46,Los Angeles,Spanish,882,4229,5,Outdoor Adventurers,2021-06-18,20.855994324899505,Friday
3829,NexGen Systems,Email,Men 25-34,30 days,Email,15.0,17574.0,4.83,Chicago,Spanish,895,2448,1,Outdoor Adventurers,2021-06-28,36.560457516339866,Monday
3835,TechCorp,Email,Women 35-44,15 days,Email,2.0,9600.0,3.65,New York,Mandarin,251,1045,9,Tech Enthusiasts,2021-07-04,24.019138755980862,Sunday
3876,DataTech Solutions,Email,Men 25-34,15 days,Email,7.000000000000001,17497.0,6.45,Miami,Spanish,592,9516,4,Outdoor Adventurers,2021-08-14,6.221101303068517,Saturday
3883,TechCorp,Email,Women 25-34,30 days,Email,12.0,9674.0,4.61,Los Angeles,Spanish,366,6977,5,Tech Enthusiasts,2021-08-21,5.245807653719363,Saturday
3918,DataTech Solutions,Email,All Ages,15 days,Email,7.000000000000001,5300.0,7.49,Houston,German,157,5001,10,Health & Wellness,2021-09-25,3.1393721255748854,Saturday
3943,DataTech Solutions,Email,Men 25-34,15 days,Email,14.000000000000002,5990.0,4.52,New York,English,782,8447,7,Health & Wellness,2021-10-20,9.257724635965431,Wednesday
3956,TechCorp,Email,Women 35-44,60 days,Email,13.0,9101.0,3.65,New York,Mandarin,208,6640,6,Health & Wellness,2021-11-02,3.132530120481928,Tuesday
4119,NexGen Systems,Email,All Ages,60 days,Email,12.0,14151.0,6.77,New York,German,140,8005,2,Fashionistas,2021-04-14,1.7489069331667706,Wednesday
4219,NexGen Systems,Email,Men 18-24,45 days,Email,8.0,11012.0,2.54,Los Angeles,English,390,9983,10,Tech Enthusiasts,2021-07-23,3.9066412901933285,Friday
4230,DataTech Solutions,Email,All Ages,45 days,Email,8.0,16807.0,7.49,Chicago,French,290,9901,5,Foodies,2021-08-03,2.928997071002929,Tuesday
4297,Innovate Industries,Email,Men 18-24,30 days,Email,1.0,7151.0,6.95,Miami,English,337,5271,2,Foodies,2021-10-09,6.393473724151015,Saturday
4338,Innovate Industries,Email,Men 18-24,60 days,Email,2.0,6858.0,7.83,Chicago,Mandarin,170,2292,7,Tech Enthusiasts,2021-11-19,7.4171029668411865,Friday
4395,DataTech Solutions,Email,Women 25-34,60 days,Email,6.0,10923.0,5.56,New York,French,423,3411,10,Tech Enthusiasts,2021-01-15,12.401055408970976,Friday
4448,Alpha Innovations,Email,Men 25-34,15 days,Email,15.0,8174.0,3.08,Chicago,Spanish,988,2870,2,Health & Wellness,2021-03-09,34.42508710801393,Tuesday
4463,Innovate Industries,Email,All Ages,15 days,Email,2.0,9568.0,6.37,Los Angeles,German,525,1349,8,Fashionistas,2021-03-24,38.91771682727946,Wednesday
4479,TechCorp,Email,Women 25-34,45 days,Email,12.0,18762.0,7.93,Houston,English,895,3949,2,Fashionistas,2021-04-09,22.663965560901495,Friday
4542,Alpha Innovations,Email,Men 18-24,30 days,Email,8.0,11824.0,5.52,Houston,German,541,1351,8,Health & Wellness,2021-06-11,40.04441154700223,Friday
4572,DataTech Solutions,Email,All Ages,60 days,Email,4.0,10964.0,3.54,Los Angeles,Mandarin,590,5954,4,Foodies,2021-07-11,9.909304669129996,Sunday
4596,TechCorp,Email,All Ages,30 days,Email,6.0,6169.0,6.04,Houston,English,466,4560,2,Outdoor Adventurers,2021-08-04,10.219298245614034,Wednesday
4616,NexGen Systems,Email,All Ages,60 days,Email,9.0,12494.0,6.93,Miami,Spanish,478,7483,1,Fashionistas,2021-08-24,6.387812374716023,Tuesday
4632,TechCorp,Email,All Ages,15 days,Email,5.0,8861.0,4.8,Los Angeles,Mandarin,431,1606,8,Outdoor Adventurers,2021-09-09,26.83686176836862,Thursday
4637,Alpha Innovations,Email,Women 25-34,45 days,Email,7.000000000000001,16770.0,5.17,Los Angeles,French,693,9239,9,Fashionistas,2021-09-14,7.500811776166253,Tuesday
4670,NexGen Systems,Email,Men 25-34,30 days,Email,2.0,10300.0,7.65,Houston,Mandarin,306,8805,9,Tech Enthusiasts,2021-10-17,3.475298126064736,Sunday
4671,TechCorp,Email,Women 25-34,15 days,Email,6.0,16955.0,2.61,Los Angeles,Mandarin,409,7953,5,Foodies,2021-10-18,5.142713441468628,Monday
4690,DataTech Solutions,Email,Women 25-34,45 days,Email,14.000000000000002,8666.0,2.26,New York,English,734,3123,7,Health & Wellness,2021-11-06,23.503041946845983,Saturday
4693,DataTech Solutions,Email,Men 25-34,45 days,Email,1.0,6484.0,5.63,New York,English,654,7564,8,Fashionistas,2021-11-09,8.646218931782126,Tuesday
4726,Innovate Industries,Email,Men 18-24,60 days,Email,6.0,5553.0,4.74,New York,Spanish,806,4292,7,Health & Wellness,2021-12-12,18.779123951537745,Sunday
4780,Alpha Innovations,Email,Men 25-34,60 days,Email,8.0,5505.0,7.39,Miami,French,157,5539,5,Fashionistas,2021-02-04,2.83444665102004,Thursday
4795,Alpha Innovations,Email,Men 18-24,15 days,Email,6.0,5057.0,6.64,Los Angeles,English,137,3449,5,Health & Wellness,2021-02-19,3.9721658451725137,Friday
4820,Innovate Industries,Email,Men 25-34,45 days,Email,14.000000000000002,14303.0,7.08,Los Angeles,Spanish,399,5010,8,Fashionistas,2021-03-16,7.964071856287425,Tuesday
4826,TechCorp,Email,Men 25-34,15 days,Email,4.0,13759.0,4.37,Miami,French,579,9444,7,Fashionistas,2021-03-22,6.130876747141042,Monday
